,width,N,R,Run,AgentId,Capacity,Conquered,Land Owned,Scaling A,Scaling B
973,10,30,30,2,13,65,"[(1, 2), (1, 1), (1, 2), (2, 0), (1, 9), (1, 9), (1, 9), (2, 0), (1, 9), (1, 9), (1, 9), (2, 0), (2, 0), (1, 9), (2, 0), (2, 0), (2, 0), (2, 0), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9), (2, 0), (2, 0), (2, 0), (2, 0), (2, 0), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9)]","[(8, 9), (8, 0), (9, 0), (9, 0), (0, 0), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9)]",1,158
972,10,30,30,2,12,97,"[(5, 5), (6, 4), (0, 5), (0, 5), (0, 5), (0, 5), (0, 5), (0, 5), (0, 5), (0, 5), (1, 4), (1, 4), (0, 5), (0, 5), (0, 5), (0, 5), (0, 4), (1, 4), (1, 4), (1, 4), (9, 5), (1, 4), (0, 5), (1, 4), (0, 5), (1, 4), (1, 4), (0, 5), (9, 5), (1, 4), (1, 4), (1, 4), (1, 4), (1, 4), (1, 4), (1, 4), (1, 4), (1, 4), (1, 4), (0, 4)]","[(2, 0), (4, 0), (2, 1), (4, 1), (5, 1), (3, 3), (4, 3), (6, 2), (7, 4), (9, 4), (0, 3), (0, 3)]",1,194
971,10,30,30,2,11,131,"[(2, 9), (2, 0), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9), (2, 0), (2, 0), (2, 0), (2, 0), (2, 0), (2, 1), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9), (2, 0), (1, 9), (2, 0), (1, 9), (2, 0), (2, 0), (1, 9), (1, 9), (1, 9), (1, 9), (2, 0)]","[(2, 7), (2, 8), (2, 9), (0, 0), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9), (0, 8), (1, 9), (0, 8), (0, 8), (0, 8), (1, 9), (0, 8), (0, 8), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9), (1, 9)]",1,165
970,10,30,30,2,10,116,"[(1, 0), (2, 0), (1, 1), (0, 1), (0, 1), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9), (2, 0), (2, 0), (1, 9), (1, 9), (1, 9), (2, 0), (2, 0), (2, 0), (2, 0), (2, 0), (2, 0), (1, 9), (1, 9), (2, 0), (2, 0), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9), (2, 0), (2, 0), (2, 0), (2, 0), (2, 0), (2, 0), (2, 0), (2, 0), (2, 0), (2, 0), (1, 9), (2, 0), (2, 0), (2, 0), (1, 9), (1, 9), (2, 0), (2, 0), (2, 0), (2, 0), (2, 0)]","[(9, 1), (9, 0), (0, 0), (0, 8), (0, 8), (0, 8), (0, 8), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9)]",1,244
976,10,30,30,2,16,82,"[(7, 1), (5, 0), (4, 1), (1, 9), (1, 9), (2, 0), (2, 0), (2, 0)]","[(7, 9), (7, 0), (6, 1), (2, 9), (0, 8), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8)]",1,120
4076,20,10,20,2,6,61,"[(9, 10), (10, 10), (12, 11), (15, 9), (13, 1), (12, 2), (12, 3), (13, 5), (11, 5), (16, 6), (15, 6), (14, 7), (13, 7), (12, 7), (12, 8), (12, 9), (11, 9), (12, 9), (11, 9), (11, 10), (10, 10), (12, 11), (12, 11), (12, 11), (12, 11), (11, 12), (11, 12), (11, 12), (11, 12), (10, 13)]","[(19, 0), (18, 19), (17, 18), (16, 17), (15, 17), (14, 16), (13, 15), (12, 14), (11, 13), (12, 12), (11, 11), (9, 8), (8, 7), (7, 8), (10, 7), (13, 7), (12, 5), (9, 2), (15, 4), (10, 11)]",1,147
986,10,30,30,2,26,45,"[(6, 6), (6, 4), (6, 4), (6, 4), (5, 5), (5, 5), (5, 5), (5, 5), (6, 4), (5, 5), (5, 5), (5, 5), (5, 5), (5, 5), (9, 5), (9, 5), (9, 5), (9, 5), (8, 5), (7, 6), (6, 5), (6, 5), (9, 5), (1, 4), (1, 4), (1, 4), (1, 4), (1, 4), (0, 5), (9, 5), (9, 8)]","[(3, 6), (4, 6), (5, 3), (4, 4), (5, 4), (6, 5), (7, 4), (9, 4), (7, 5), (8, 6)]",1,160
987,10,30,30,2,27,92,"[(1, 9), (1, 9), (1, 9), (1, 9)]","[(3, 2), (2, 3), (2, 0), (1, 9), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9)]",2,107
5517,20,40,20,2,37,111,"[(11, 7), (12, 7), (12, 7), (11, 7), (11, 7), (13, 6), (12, 7), (13, 6), (12, 7), (11, 7), (12, 7), (12, 7), (12, 7), (11, 7), (12, 7), (12, 7), (11, 7), (12, 7), (12, 7), (12, 7), (11, 7), (12, 7), (9, 8), (8, 9), (10, 8), (10, 8), (10, 8), (13, 9), (15, 9), (14, 9), (13, 9), (14, 9), (13, 9), (12, 7), (13, 9), (13, 9), (14, 9), (14, 10), (15, 9), (16, 10), (15, 9), (14, 10)]","[(8, 7), (9, 7), (12, 8), (13, 8)]",3,169
5518,20,40,20,2,38,83,"[(18, 15), (19, 16), (18, 18), (19, 17), (16, 18), (16, 17), (16, 18), (16, 18), (17, 16), (17, 18), (19, 18), (18, 0), (19, 0), (18, 0), (19, 19), (19, 0), (18, 0), (19, 19), (0, 18), (19, 0), (0, 19), (18, 1), (18, 0), (19, 0), (18, 0), (17, 2), (18, 2), (16, 2), (18, 1), (18, 0), (0, 0), (18, 0), (19, 0), (18, 0), (19, 0), (18, 1), (18, 2), (17, 2), (18, 1), (18, 1), (18, 2), (18, 1), (19, 4)]","[(15, 18), (14, 17), (13, 16), (12, 14), (12, 15), (13, 15), (11, 17), (12, 17), (13, 17), (14, 15), (17, 14), (16, 13), (19, 13), (19, 14), (19, 15), (16, 16), (15, 16), (18, 19), (17, 19), (18, 19), (17, 19), (18, 19), (17, 0), (17, 1), (16, 2), (17, 3), (17, 2), (18, 1)]",2,219
5519,20,40,20,2,39,67,"[(18, 15), (18, 14), (17, 14), (18, 14), (18, 14), (18, 14), (18, 15), (18, 13), (18, 14), (18, 14), (18, 13), (18, 14), (18, 14), (18, 15), (18, 14), (18, 14), (18, 14), (18, 14), (18, 15), (18, 14), (17, 14), (15, 14), (15, 14), (16, 13), (14, 14), (16, 14), (14, 15), (15, 14), (13, 15), (14, 15), (13, 15), (14, 15), (13, 15), (14, 14), (14, 15), (13, 15), (13, 15), (13, 15), (13, 15), (15, 15), (18, 10), (18, 10), (18, 10), (18, 10), (17, 9), (16, 10), (16, 10), (17, 9)]","[(10, 8), (10, 9), (11, 9), (11, 10), (9, 11), (10, 11), (11, 11), (12, 9), (13, 9), (13, 10), (12, 11), (13, 11), (14, 9), (15, 10), (14, 11), (14, 12), (17, 14), (15, 13), (13, 13), (14, 13), (14, 12), (15, 13), (15, 12), (16, 11), (15, 9)]",3,169
989,10,30,30,2,29,63,"[(0, 4), (1, 4), (0, 5), (1, 4), (0, 5), (1, 4), (1, 4), (1, 4), (0, 5), (1, 4), (1, 4), (0, 5), (1, 4), (1, 4), (0, 5), (0, 5), (0, 5), (1, 4), (1, 4), (0, 5), (1, 4), (1, 4), (0, 5), (0, 5), (1, 4), (0, 5), (0, 5), (1, 4), (1, 4), (1, 4), (1, 4), (1, 4), (1, 4), (0, 5), (1, 5), (0, 5), (1, 4), (1, 4), (1, 4), (1, 4), (1, 5), (1, 4), (1, 4), (0, 5), (0, 5), (1, 4), (1, 4), (1, 4), (0, 5), (1, 4), (1, 4), (0, 5), (0, 5), (0, 5), (1, 4), (1, 4), (1, 4), (1, 4)]",[],3,223
988,10,30,30,2,28,160,"[(0, 4), (2, 7), (3, 7), (2, 7), (3, 7), (1, 7), (2, 7), (2, 7), (1, 7), (1, 4), (1, 4), (1, 5), (1, 4), (1, 4), (1, 4), (1, 4), (1, 5), (9, 5), (1, 4), (1, 4), (1, 4), (9, 5), (1, 5), (1, 4), (1, 6), (1, 4), (1, 4), (1, 4), (1, 4), (1, 4)]","[(7, 1), (8, 1), (7, 2), (9, 2), (7, 3), (0, 2), (9, 5), (1, 6), (0, 6), (9, 4), (9, 4), (9, 4), (9, 4), (9, 4), (9, 4), (8, 4), (9, 4), (9, 4), (0, 3), (0, 3), (0, 3), (9, 4), (0, 3), (0, 3), (9, 4), (0, 3), (9, 4), (0, 3), (9, 2), (0, 3), (9, 3)]",2,204
1287,10,40,10,2,7,91,"[(3, 0), (3, 0), (3, 0), (3, 0), (3, 0), (3, 0), (3, 0), (3, 0), (4, 9), (3, 0), (3, 0), (4, 9), (4, 9), (3, 0), (3, 0), (4, 9)]","[(3, 8), (3, 8), (3, 8), (3, 8), (3, 8), (3, 8), (3, 8), (2, 9), (3, 8), (2, 9), (3, 8), (2, 9), (3, 8), (2, 9), (2, 9), (3, 8), (2, 9), (3, 8), (2, 9), (3, 8), (2, 9), (3, 8), (2, 9), (3, 8), (2, 9), (3, 8), (2, 9), (3, 8), (2, 9), (2, 9), (3, 8), (2, 9), (3, 8), (2, 9), (3, 8), (2, 9)]",2,141
1288,10,40,10,2,8,70,"[(7, 9), (7, 9), (7, 7), (6, 7), (7, 9), (5, 0), (6, 9), (5, 0), (5, 1), (5, 0), (5, 1), (5, 0), (5, 0), (6, 9), (8, 8), (8, 8), (8, 8), (8, 8), (8, 8), (8, 8), (7, 9), (5, 0), (5, 0), (6, 9), (7, 9)]","[(5, 6), (6, 6), (5, 7), (4, 8), (8, 6), (7, 7), (5, 7), (5, 6), (6, 6)]",5,139
1289,10,40,10,2,9,129,"[(1, 2), (0, 2), (1, 1), (0, 0), (0, 0), (1, 1), (0, 0), (1, 1), (0, 0), (1, 1), (1, 1), (1, 1), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (1, 1), (0, 0)]","[(9, 2), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (9, 9), (0, 0), (9, 9), (0, 0), (9, 9), (0, 0), (9, 9), (0, 0), (9, 9), (0, 0), (9, 9), (0, 0), (9, 9), (0, 0), (9, 9), (0, 0), (9, 9), (0, 0), (9, 9), (0, 0), (9, 9), (0, 0), (9, 9)]",3,155
1290,10,40,10,2,10,146,"[(4, 7), (4, 7), (4, 7), (4, 7), (4, 7), (4, 7), (3, 7), (3, 7), (4, 7), (3, 7), (3, 7), (3, 7), (4, 7), (2, 8), (2, 8), (3, 7), (2, 8), (2, 8), (2, 8), (2, 8), (1, 7), (1, 7), (2, 8), (1, 7), (2, 8), (1, 7), (1, 7), (2, 8), (2, 8), (2, 8), (1, 7), (1, 7), (1, 7), (2, 8), (2, 8), (2, 8), (2, 8), (2, 8), (1, 7), (1, 7), (1, 7), (1, 7), (1, 7), (1, 7), (1, 7), (1, 7), (2, 8), (2, 8), (2, 8), (1, 7), (1, 7), (2, 8), (1, 7), (1, 7), (2, 8), (2, 8), (2, 8), (2, 8), (2, 8), (2, 8), (1, 7), (2, 8), (1, 7), (2, 8), (2, 8), (2, 8), (1, 7), (1, 7), (2, 8), (2, 8), (2, 8), (2, 8), (2, 8), (1, 7), (1, 7), (1, 7), (2, 8), (1, 7), (1, 7), (2, 8)]","[(3, 6), (2, 6), (1, 7), (0, 6), (1, 7)]",1,341
1291,10,40,10,2,11,112,"[(9, 7), (2, 8), (2, 8), (2, 8), (2, 8), (2, 8), (2, 8), (2, 8), (2, 8), (2, 8), (2, 8), (2, 8), (2, 8), (1, 7), (2, 8), (2, 8), (2, 8), (1, 7), (1, 7), (2, 8), (2, 8), (2, 8), (2, 8), (2, 8), (1, 7), (1, 7), (1, 7), (2, 8), (2, 8), (2, 8), (2, 8), (1, 7), (1, 7), (1, 7), (1, 7), (1, 7), (1, 7), (1, 7), (1, 7), (1, 7), (1, 7), (1, 7), (2, 8), (2, 8), (2, 8)]","[(8, 5), (8, 8), (9, 8), (0, 8), (1, 7), (1, 7), (1, 7), (1, 7), (1, 7), (1, 7)]",4,196
1292,10,40,10,2,12,105,"[(3, 4), (3, 4), (3, 4), (3, 4), (4, 3), (3, 4), (4, 3), (4, 3), (3, 4), (3, 4), (3, 4), (3, 4), (3, 4), (3, 4), (4, 3), (4, 3), (4, 3), (4, 3), (3, 4), (3, 4), (4, 3), (3, 4), (4, 3)]","[(1, 2), (2, 2), (1, 3), (1, 4), (2, 4), (3, 4), (2, 3), (2, 3), (2, 3), (2, 3), (3, 2), (3, 2), (3, 2), (2, 3), (3, 2), (3, 2), (2, 3), (2, 3), (2, 3), (3, 2), (3, 2), (2, 3), (2, 3), (3, 2)]",4,145
1293,10,40,10,2,13,103,"[(9, 7), (9, 7), (9, 7), (9, 7), (8, 8), (8, 8), (8, 8), (9, 7), (9, 7), (9, 7), (9, 7), (9, 7), (8, 8), (8, 8), (8, 8), (8, 8), (8, 8), (8, 8), (8, 8), (8, 8), (9, 7), (9, 7), (9, 7), (8, 8), (8, 8), (9, 7), (8, 8), (8, 8), (9, 7), (9, 7), (8, 8), (8, 8), (8, 8), (9, 7), (9, 7), (8, 8), (8, 8), (8, 8), (8, 8), (9, 7), (9, 7), (9, 7), (8, 8), (8, 8), (8, 8), (8, 8), (9, 7), (9, 7), (8, 8), (8, 8), (9, 7), (9, 7), (9, 7), (9, 7), (8, 8), (8, 8), (8, 8), (8, 8), (8, 8), (9, 7), (8, 8), (8, 8), (8, 8), (9, 7), (9, 7), (9, 7), (9, 7), (9, 7), (8, 8), (8, 8), (8, 8), (8, 8), (9, 7), (8, 8), (9, 7)]",[],2,267
1294,10,40,10,2,14,107,"[(9, 2), (8, 2), (9, 2), (8, 2), (8, 2), (9, 2), (8, 2), (8, 0), (9, 7), (9, 7), (8, 8), (9, 7), (9, 7), (9, 7), (9, 7), (8, 8), (8, 8), (8, 8), (9, 7), (8, 8), (8, 6), (8, 8), (8, 8), (9, 7), (9, 7), (9, 7), (9, 7), (9, 7), (8, 8), (9, 7), (9, 7), (8, 8), (8, 8), (9, 7), (8, 8), (9, 7), (9, 7), (9, 7)]","[(5, 0), (6, 0), (7, 7), (7, 7), (8, 6), (7, 7), (8, 6), (7, 7), (8, 6), (7, 7), (8, 6), (7, 7), (8, 6), (7, 7), (8, 6), (7, 7), (8, 6)]",1,194
1295,10,40,10,2,15,97,"[(7, 3), (7, 3), (7, 3), (7, 3), (6, 3), (6, 3), (7, 3), (6, 3), (7, 3), (7, 3), (6, 3), (6, 3), (7, 3), (7, 3), (6, 3), (6, 3), (7, 2), (9, 7), (9, 7), (9, 7), (9, 7), (9, 7), (9, 7), (8, 8), (9, 7), (8, 8), (8, 8)]","[(6, 2), (5, 2), (6, 2), (5, 2), (6, 2), (6, 0), (7, 9), (7, 8), (7, 7), (7, 7), (7, 7), (7, 7), (8, 6), (7, 7), (8, 6), (7, 7), (7, 7), (8, 6), (7, 7), (7, 7), (7, 7)]",1,158
1296,10,40,10,2,16,75,"[(1, 7), (2, 8), (2, 8), (2, 8), (2, 8), (1, 7), (1, 7), (2, 8), (1, 7), (2, 8), (2, 8), (1, 7), (2, 8), (1, 7), (1, 7), (1, 7), (1, 7), (1, 7), (2, 8), (1, 7), (1, 7), (2, 8), (1, 7), (2, 8), (2, 8), (2, 8), (1, 7), (1, 7), (1, 7), (1, 7), (1, 7)]","[(1, 7), (1, 7), (1, 7), (1, 7), (1, 7), (1, 7), (0, 6), (1, 7), (0, 6), (1, 7), (0, 6), (1, 7)]",2,171
968,10,30,30,2,8,72,"[(2, 0), (1, 9), (2, 0), (2, 0), (1, 9), (1, 9), (2, 0), (2, 0), (2, 0), (2, 0), (2, 0), (2, 0), (1, 9), (2, 0), (1, 9), (1, 9), (1, 9)]","[(1, 9), (1, 9), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9)]",1,130
4075,20,10,20,2,5,99,"[(16, 3), (14, 2), (13, 1), (12, 2), (5, 1), (5, 2), (6, 2), (5, 5), (5, 6), (6, 5), (8, 6), (7, 6), (8, 6), (8, 6), (8, 6), (7, 6), (8, 6), (5, 5), (5, 5), (6, 5), (5, 6), (6, 5), (5, 6), (5, 6), (5, 5), (5, 5), (5, 6), (5, 5), (5, 5), (5, 5)]","[(18, 8), (17, 7), (16, 6), (15, 4), (15, 3), (11, 19), (12, 19), (13, 19), (11, 0), (10, 0), (10, 1), (10, 2), (11, 2), (11, 3), (10, 4), (9, 4), (8, 2), (7, 1), (7, 0), (6, 19), (6, 18), (5, 19), (5, 0), (3, 1), (4, 1), (2, 1), (4, 2), (5, 3), (5, 5), (5, 3), (5, 3), (4, 4), (5, 4)]",2,168
1308,10,40,10,2,28,110,"[(1, 3), (1, 4), (9, 4), (9, 3), (0, 0), (9, 1), (0, 0), (1, 1), (1, 1), (0, 0), (1, 1), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (1, 2), (0, 0), (1, 1)]","[(8, 1), (9, 3), (9, 3), (8, 1), (8, 0), (9, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (9, 9), (0, 0), (9, 9), (0, 0), (9, 9), (9, 9), (0, 0), (9, 9), (0, 0), (9, 9), (0, 0), (9, 9), (0, 0), (9, 9), (0, 0), (9, 9), (9, 9), (0, 0), (9, 9), (9, 9), (9, 9), (0, 0), (9, 9), (9, 9), (0, 0), (9, 9), (0, 0), (9, 9), (0, 0), (9, 9), (9, 9), (0, 0), (9, 9), (0, 0), (0, 1), (9, 1), (0, 0), (9, 9), (0, 0), (9, 9), (9, 9), (0, 0), (0, 0), (9, 9), (9, 9)]",3,160
4073,20,10,20,2,3,91,"[(3, 10), (4, 10), (5, 11), (6, 10), (5, 11), (6, 10), (5, 11), (6, 10), (4, 10), (4, 10), (5, 10), (6, 9), (3, 10), (4, 10), (4, 10), (5, 10), (4, 10), (5, 10), (5, 9), (5, 10), (3, 10), (4, 10), (5, 10), (4, 10), (3, 10), (4, 10), (5, 10), (4, 10), (5, 10), (3, 10), (4, 10), (6, 10), (4, 10), (5, 10), (6, 7)]","[(4, 14), (3, 13), (2, 12), (1, 11), (0, 10), (19, 9), (18, 7), (19, 7), (17, 8), (19, 8), (17, 9), (18, 9), (0, 8), (2, 8), (6, 8), (2, 9), (2, 9), (3, 9), (3, 9), (6, 8), (5, 7), (5, 8), (6, 9), (7, 8)]",1,160
3115,15,30,40,2,5,109,"[(5, 4), (6, 3), (5, 3), (6, 3), (5, 3), (4, 3), (5, 4), (4, 3), (5, 4), (5, 4), (5, 4), (5, 4), (5, 4), (4, 3), (4, 3), (4, 3)]","[(3, 2), (3, 2), (3, 2), (3, 2), (4, 3), (4, 3), (3, 2), (4, 3), (3, 2), (4, 3), (3, 2), (4, 3), (3, 2), (4, 3), (3, 2), (4, 3), (3, 2), (4, 3), (3, 2), (4, 3), (3, 2), (4, 3), (3, 2), (3, 2), (4, 3), (3, 2), (4, 3), (3, 2), (4, 3), (3, 2), (4, 3), (3, 2), (4, 3), (3, 2), (4, 3), (3, 2), (4, 3), (3, 2)]",2,124
3114,15,30,40,2,4,91,"[(0, 4), (0, 4), (14, 5), (13, 7), (13, 9), (11, 8), (11, 9), (13, 8), (13, 9), (13, 8), (14, 8), (13, 9), (13, 8), (0, 7), (14, 8), (12, 10), (14, 8), (14, 8), (14, 8), (14, 8), (13, 9), (14, 8), (14, 8), (13, 9), (14, 8), (14, 8), (13, 9), (13, 8), (14, 8), (14, 8), (0, 7), (0, 7), (0, 7), (14, 8), (13, 9), (13, 8), (13, 9), (14, 8), (13, 9), (14, 8), (13, 9), (14, 8), (11, 10), (13, 10), (14, 11), (0, 13), (0, 13), (0, 13)]","[(11, 2), (12, 2), (13, 2), (11, 3), (13, 3), (11, 4), (12, 4), (14, 2), (12, 5), (11, 5), (11, 6), (11, 7), (10, 6), (13, 7), (11, 9), (11, 10), (11, 11), (12, 11), (13, 12)]",1,188
3113,15,30,40,2,3,92,"[(6, 4), (6, 5), (6, 6), (6, 5), (6, 4), (5, 5), (5, 2), (6, 1), (4, 13), (8, 0), (8, 0), (8, 0), (9, 1), (9, 0), (8, 0), (8, 0), (8, 2), (9, 1), (8, 2), (7, 3), (8, 2), (7, 3), (4, 3), (5, 4), (4, 3), (5, 4)]","[(3, 1), (5, 1), (3, 3), (6, 3), (3, 2), (4, 1), (4, 0), (3, 14), (2, 12), (3, 13), (3, 14), (3, 13), (3, 13), (5, 14), (6, 13), (7, 14), (7, 14), (7, 14), (8, 0), (4, 2), (3, 2), (3, 2), (3, 2), (3, 2), (4, 3), (3, 2), (4, 3), (3, 2), (4, 3), (3, 2), (4, 3), (3, 2), (4, 3), (3, 2), (4, 3), (3, 2)]",2,199
3112,15,30,40,2,2,121,"[(12, 10), (13, 10), (12, 11), (13, 12), (11, 13), (12, 12), (14, 12), (13, 12), (0, 13), (14, 12), (1, 13), (0, 13), (14, 12), (1, 13), (1, 13), (0, 13), (14, 12), (0, 13), (1, 13), (1, 13), (1, 13), (1, 13), (0, 13), (1, 13), (1, 13), (0, 13), (0, 13), (1, 13), (0, 13), (0, 13), (0, 13), (1, 13), (0, 13), (0, 13), (1, 13), (1, 13), (1, 13), (0, 13), (0, 13), (1, 13), (1, 13), (0, 13), (1, 13), (1, 13), (1, 13), (0, 13), (1, 13), (0, 13), (0, 13), (0, 13)]","[(10, 11), (9, 11), (8, 11), (13, 10)]",3,240
3111,15,30,40,2,1,56,"[(10, 2), (11, 4), (12, 4), (13, 6), (13, 6), (12, 6), (12, 7), (10, 7), (11, 8), (14, 8), (14, 8), (13, 7), (13, 7), (12, 8), (10, 9), (11, 8), (12, 8), (10, 9), (11, 8), (12, 7), (12, 8), (11, 8), (12, 7)]","[(12, 3), (10, 2), (8, 0), (8, 1), (10, 1), (8, 2), (8, 3), (9, 3), (9, 4), (10, 4), (9, 5), (10, 5), (10, 6), (10, 5), (11, 6), (12, 5), (11, 5), (12, 4)]",6,148
3110,15,30,40,2,0,93,"[(10, 11), (11, 11), (12, 11), (11, 11), (12, 10), (11, 11), (11, 10), (11, 11), (11, 11), (11, 11), (12, 10), (11, 11), (12, 10), (11, 11), (12, 10), (12, 10), (12, 12), (13, 12), (0, 13), (0, 13), (0, 13), (0, 13), (0, 13), (14, 12), (14, 11), (1, 13), (1, 13), (1, 13), (0, 13), (0, 13), (1, 13), (1, 13), (1, 13), (1, 13), (0, 13), (0, 13)]","[(14, 3), (0, 3), (14, 4), (1, 4), (0, 5), (2, 4), (2, 5), (1, 6), (2, 6), (4, 4), (4, 5), (3, 6), (4, 6), (5, 6), (4, 7), (6, 7), (4, 8), (5, 8), (6, 8), (7, 8), (8, 8), (9, 8), (7, 9), (7, 10), (8, 10), (11, 8), (9, 10), (13, 10), (14, 12), (14, 12), (14, 12), (14, 12), (0, 12), (14, 12), (14, 12), (14, 12), (0, 12)]",2,192
3116,15,30,40,2,6,111,"[(13, 11), (11, 10), (9, 10), (10, 9), (10, 9), (10, 10), (10, 9), (10, 10), (9, 11), (9, 11), (10, 12), (6, 10), (4, 13), (5, 12), (4, 0), (4, 14), (4, 14), (4, 0), (4, 0), (4, 0), (4, 14), (4, 0), (4, 0), (3, 13), (4, 14), (4, 0), (4, 0), (4, 14), (4, 0), (4, 0), (4, 0), (4, 14), (4, 0)]","[(12, 11), (11, 9), (8, 9), (9, 8), (8, 9), (9, 10), (9, 9), (8, 9), (7, 10), (8, 9), (7, 10), (6, 11), (5, 10), (3, 13), (3, 13), (3, 13), (3, 13), (3, 13), (3, 13), (3, 13), (3, 13), (3, 13), (3, 13), (3, 14), (3, 13), (3, 13), (3, 14), (3, 13)]",2,222
5319,20,40,10,2,39,117,"[(17, 15), (17, 15), (18, 15), (18, 14), (14, 16), (14, 16), (14, 16), (14, 16), (14, 16), (14, 16), (15, 15), (15, 16), (14, 16), (14, 16), (14, 16), (16, 15), (15, 15), (16, 15), (15, 16), (18, 15), (19, 15), (19, 15), (17, 16), (18, 16), (17, 16), (18, 16), (15, 16), (18, 16), (16, 18), (17, 18), (19, 0), (19, 0), (19, 0), (18, 19), (16, 19), (17, 19), (17, 18), (16, 19), (16, 19), (15, 18), (16, 19), (16, 19), (14, 19)]","[(15, 13), (15, 11), (16, 11), (17, 11), (17, 12), (14, 14), (16, 14), (16, 16), (14, 15), (17, 15), (15, 17), (17, 18), (17, 18), (15, 17), (15, 18), (15, 18), (15, 19), (15, 18), (15, 17), (14, 18), (15, 18)]",6,229
5317,20,40,10,2,37,127,"[(3, 4), (4, 4), (4, 3), (4, 4), (2, 2), (3, 1), (5, 4), (4, 4), (5, 4), (3, 6), (3, 6), (3, 6), (3, 5), (3, 6), (5, 6), (3, 7), (4, 6), (3, 7), (4, 6), (5, 6), (4, 6), (4, 6), (4, 6), (4, 6), (4, 6), (7, 9), (7, 7), (6, 10), (7, 9), (6, 10), (8, 11), (7, 10), (7, 11), (8, 11), (7, 11), (7, 11), (7, 11), (7, 11)]","[(19, 4), (18, 3), (15, 0), (16, 0), (17, 0), (15, 1), (17, 1), (16, 2), (18, 1), (18, 2), (17, 3), (0, 2), (19, 3), (0, 3), (1, 3), (0, 0), (1, 19), (2, 5), (2, 5), (3, 5), (3, 5), (3, 5), (3, 6), (4, 7), (6, 8), (6, 8), (5, 7), (6, 10), (6, 10), (7, 10), (6, 10)]",3,208
5316,20,40,10,2,36,59,"[(8, 7), (10, 5), (9, 7), (9, 6), (9, 10), (9, 9), (9, 10), (9, 9), (9, 10), (9, 9), (9, 9), (9, 9), (9, 9), (9, 10), (9, 9), (9, 9), (9, 9), (9, 9), (10, 12), (10, 12), (10, 12), (10, 12), (10, 12), (10, 12), (10, 12), (10, 12), (9, 11), (9, 11), (9, 11), (9, 10), (9, 11), (9, 11), (9, 11), (9, 11), (10, 12), (10, 12), (10, 12), (10, 12), (10, 12), (10, 12), (9, 11), (9, 11), (10, 12), (9, 11), (9, 11), (9, 11), (9, 11), (9, 11)]","[(9, 2), (9, 3), (9, 4), (9, 11)]",10,195
